Parameter,Value
G,6.674e-11
TimeStep,3600.0
TotalSimTime_Predefined,5184000.0
Integrator,rk4
CollisionModel,ignore
SimulationMode,pre_defined

Earth_ID,0
Earth_Mass,5.972e+24
Earth_InitialPosX,-4672203.365158763
Earth_InitialPosY,0.0
Earth_InitialPosZ,0.0
Earth_InitialVelX,0.0
Earth_InitialVelY,12.45246027415669
Earth_InitialVelZ,0.0
Earth_Radius,6372255.736961294
Earth_Color,#1E90FF
Moon_ID,1
Moon_Mass,7.348e+22
Moon_InitialPosX,379727796.63484126
Moon_InitialPosY,0.0
Moon_InitialPosZ,0.0
Moon_InitialVelX,0.0
Moon_InitialVelY,-1012.0589651233502
Moon_InitialVelZ,0.0
Moon_Radius,1471102.656837848
Moon_Color,#D3D3D3

Time,Earth_Px,Earth_Py,Earth_Pz,Earth_Vx,Earth_Vy,Earth_Vz,Moon_Px,Moon_Py,Moon_Pz,Moon_Vx,Moon_Vy,Moon_Vz
450000.0,-1690010.3956142145,4367656.881368063,0.0,11.640275296926825,4.575015055701349,0.0,137825544.14848363,-353845803.29107577,0.0,-943.0388658169151,-367.41041537010506,0.0
453600.0,-1648027.3713415589,4383926.558117155,0.0,11.68362490645972,4.46369339604162,0.0,134424313.03922203,-355152175.68492526,0.0,-946.519654545217,-358.34652881007514,0.0
457200.0,-1605890.2148623497,4399794.737971548,0.0,11.725904292384408,4.351961246355973,0.0,131010707.84151512,-356425858.5214506,0.0,-949.9133073675283,-349.24968789249573,0.0
460800.0,-1563602.7859767869,4415259.9616957335,0.0,11.767109568677505,4.23982890038202,0.0,127585042.80844459,-357666734.67261505,0.0,-953.2195123758363,-340.1207306936863,0.0
464400.0,-1521168.9582963919,4430320.807177918,0.0,11.807236948407159,4.127306688666084,0.0,124147633.301448,-358874690.0327966,0.0,-956.437965729566,-330.9604982437386,0.0
468000.0,-1478592.618886648,4444975.889560814,0.0,11.846282744082487,4.014404977607789,0.0,120698795.76122534,-360049613.5292814,0.0,-959.5683716836156,-321.76983444873395,0.0
471600.0,-1435877.6679084012,4459223.861368986,0.0,11.884243367993781,3.901134168501312,0.0,117238847.67854597,-361191397.13247675,0.0,-962.6104426156389,-312.54958601269374,0.0
475200.0,-1393028.0182580517,4473063.41263274,0.0,11.921115332543426,3.7875046965733863,0.0,113768107.56495872,-362299935.8658432,0.0,-965.5638990525734,-303.30060235926925,0.0
478800.0,-1350047.595206572,4486493.271008544,0.0,11.956895250567527,3.673527030018154,0.0,110286894.92340787,-363375127.81554353,0.0,-968.4284696964104,-294.0237355531784,0.0
482400.0,-1306940.336037383,4499512.201895965,0.0,11.991579835648198,3.5592116690289495,0.0,106795530.21875772,-364416874.139809,0.0,-971.203891449206,-284.71984022139736,0.0
486000.0,-1263710.1896831228,4512119.0085511245,0.0,12.025165902416482,3.4445691448271085,0.0,103294334.84822847,-365425079.0780213,0.0,-973.8899094373296,-275.3897734741135,0.0
489600.0,-1220361.1163613428,4524312.532196637,0.0,12.057650366845891,3.329610018687896,0.0,99783631.11174619,-366399649.9595092,0.0,-976.4862770349476,-266.03439482544826,0.0
493200.0,-1176897.0872091632,4536091.652128053,0.0,12.089030246536506,3.2143448809636377,0.0,96263742.18220964,-367340497.21206,0.0,-978.9927558867412,-256.654566113956,0.0
496800.0,-1133322.0839169223,4547455.285816769,0.0,12.119302660989646,3.098784350104158,0.0,92734992.0756767,-368247534.3701438,0.0,-981.4091159298542,-247.25115142290736,0.0
500400.0,-1089640.0983608554,4558402.389009414,0.0,12.148464831873062,2.982939071674602,0.0,89197705.6214731,-369120678.08285093,0.0,-983.7351354150715,-237.82501700036448,0.0
504000.0,-1045855.1322348348,4568931.955823689,0.0,12.17651408327662,2.8668197173707464,0.0,85652208.43222645,-369959848.1215409,0.0,-985.9706009272227,-228.3770311790549,0.0
507600.0,-1001971.196681208,4579043.018840662,0.0,12.20344784195848,2.7504369840318854,0.0,82098826.87382801,-370764967.38720256,0.0,-988.1153074048126,-218.9080642960525,0.0
511200.0,-957992.3119207645,4588734.649193505,0.0,12.229263637581715,2.633801592651385,0.0,78537888.03532536,-371535961.9175251,0.0,-990.1690581588739,-209.41898861227233,0.0
514800.0,-913922.5068818706,4598005.956652661,0.0,12.253959102941366,2.5169242873849997,0.0,74969719.69874851,-372272760.8936786,0.0,-992.131664891042,-199.91067823178764,0.0
518400.0,-869765.818828802,4606856.089707441,0.0,12.277531974181908,2.399815834557044,0.0,71394650.3088724,-372975296.6468039,0.0,-994.0029477108492,-190.38400902097587,0.0
522000.0,-825526.2929893122,4615284.235644038,0.0,12.299980091005107,2.2824870216645134,0.0,67813008.94291846,-373643504.66421115,0.0,-995.7827351522373,-180.8398585275018,0.0
525600.0,-781207.9821814691,4623289.620619954,0.0,12.321301396868245,2.164948656379245,0.0,64225125.280198246,-374277323.5952863,0.0,-997.4708641892867,-171.27910589914524,0.0
529200.0,-736814.9464397958,4630871.509734826,0.0,12.3414939391727,2.0472115655482175,0.0,60631329.57170178,-374876695.25710535,0.0,-999.0671802511611,-161.7026318024808,0.0
532800.0,-692351.2526407496,4638029.207097661,0.0,12.360555869442857,1.9292865941920772,0.0,57031952.609633535,-375441564.63975525,0.0,-1000.571537236265,-152.11131834141767,0.0
536400.0,-647820.9741275748,4644762.0558904465,0.0,12.378485443495334,1.8111846045019897,0.0,53427325.696898885,-375971879.9113615,0.0,-1001.9837975256148,-142.50604897560675,0.0
540000.0,-603228.1903345634,4651069.4384281635,0.0,12.395281021598516,1.69291647483491,0.0,49817780.6165438,-376467592.42282194,0.0,-1003.3038319954198,-132.88770843872294,0.0
543600.0,-558576.9864107587,4656950.776215168,0.0,12.41094106862237,1.5744930987073633,0.0,46203649.60115071,-376928656.71224564,0.0,-1004.5315200288742,-123.25718265663032,0.0
547200.0,-513871.4528431379,4662405.529997952,0.0,12.425464154178533,1.4559253837878356,0.0,42585265.30219331,-377355030.5090977,0.0,-1005.6667495271573,-113.61535866543785,0.0
550800.0,-469115.68507930706,4667433.199814278,0.0,12.438848952750662,1.3372242508878631,0.0,38962960.759353206,-377746674.73804814,0.0,-1006.7094169196423,-103.96312452945327,0.0
554400.0,-424313.78314974485,4672033.32503867,0.0,12.451094243815032,1.21840063295192,0.0,35337069.36980125,-378103553.5225258,0.0,-1007.6594271733109,-94.3013692590429,0.0
558000.0,-379469.8512896296,4676205.484424277,0.0,12.462198911951358,1.099465474046197,0.0,31707924.857446395,-378425634.187976,0.0,-1008.5166938013748,-84.6309827284052,0.0
561600.0,-334587.9975602849,4679949.296141088,0.0,12.472161946943858,0.9804297283463685,0.0,28075861.242154904,-378712887.2648225,0.0,-1009.2811388711025,-74.95285559326562,0.0
565200.0,-289672.33347027923,4683264.4178105,0.0,12.480982443872529,0.8613043591244376,0.0,24441212.808942903,-378965286.4911324,0.0,-1009.9526930108495,-65.26787920850066,0.0
568800.0,-244726.97359621417,4686150.546536242,0.0,12.48865960319462,0.7421003377347613,0.0,20804314.077144988,-379182808.81498486,0.0,-1010.531295416294,-55.5769455456987,0.0
572400.0,-199756.03520323752,4688607.4189316435,0.0,12.495192730816317,0.6228286425993472,0.0,17165499.769561846,-379365434.3965429,0.0,-1011.0168938558743,-45.88094711066555,0.0
576000.0,-154763.63786531554,4690634.811143254,0.0,12.50058123815462,0.5035002581925178,0.0,13525104.78158972,-379513146.6098278,0.0,-1011.4094446754298,-36.18077686088232,0.0
579600.0,-109753.90308530029,4692232.538870797,0.0,12.504824642189401,0.38412617402503685,0.0,9883464.150334619,-379625932.04419667,0.0,-1011.7089128020447,-26.47732812292339,0.0
583200.0,-64730.95391482722,4693400.457383476,0.0,12.507922565505659,0.26471738362779657,0.0,6240913.023714114,-379703780.5055223,0.0,-1011.9152717470929,-16.771494509842363,0.0
586800.0,-19698.914574078364,4694138.461532617,0.0,12.509874736325937,0.14528488353515678,0.0,2597786.629549615,-379746685.017076,0.0,-1012.0285036084852,-7.064169838533594,0.0
590400.0,25338.089928553673,4694446.485760648,0.0,12.510680988532933,0.025839672268035352,0.0,-1045579.7553480021,-379754641.82011247,0.0,-1012.0485990721179,2.643751952922802,0.0
594000.0,70375.93417686518,4694324.504106421,0.0,12.51034126168228,-0.09360725068315696,0.0,-4688850.836096554,-379727650.3741573,0.0,-1011.9755574125232,12.351376887924761,0.0
597600.0,115410.49272726939,4693772.530206873,0.0,12.508855601005497,-0.21304488587564044,0.0,-8331691.330661607,-379665713.3569969,0.0,-1011.8093864927206,22.057811034013117,0.0
601200.0,160437.6404892172,4692790.617295022,0.0,12.506224157403118,-0.3324622349313537,0.0,-11973766.000773564,-379568836.6643707,0.0,-1011.5501027632698,31.76216058552971,0.0
604800.0,205453.2531055758,4691378.858194304,0.0,12.502447187427999,-0.4518483015539092,0.0,-15614739.682839898,-379437029.4093661,0.0,-1011.1977312605258,41.463531946260986,0.0
608400.0,250453.20733292916,4689537.385309247,0.0,12.497525053258796,-0.5711920925453209,0.0,-19254277.318849687,-379270303.9215154,0.0,-1010.7523056040949,51.16103181205931,0.0
612000.0,295433.3814217656,4687266.370612493,0.0,12.491458222663635,-0.6904826188224084,0.0,-22892043.987267524,-379068675.7455962,0.0,-1010.2138679934939,60.85376725343429,0.0
615600.0,340389.6554965169,4684566.025628147,0.0,12.48424726895395,-0.809708896432783,0.0,-26527704.93391399,-378832163.64013344,0.0,-1009.5824692040105,70.54084579810623,0.0
619200.0,385317.9119354135,4681436.601411487,0.0,12.475892870928528,-0.9288599475703191,0.0,-30160925.60282978,-378560789.5756054,0.0,-1008.8581685817678,80.22137551351412,0.0
622800.0,430214.03575012047,4677878.388525005,0.0,12.466395812807729,-1.047924801590016,0.0,-33791371.66712062,-378254578.732352,0.0,-1008.0410340379907,89.8944650892702,0.0
626400.0,475073.9149651195,4673891.717010805,0.0,12.455756984157933,-1.1668924960221547,0.0,-37418709.059780136,-377913559.49818677,0.0,-1007.1311420424778,99.5592239195536,0.0
630000.0,519893.44099680067,4669476.956359345,0.0,12.44397737980617,-1.285752077585655,0.0,-41042604.00448774,-377537763.465712,0.0,-1006.1285776162767,109.21476218543512,0.0
633600.0,564668.5090322298,4664634.5154745355,0.0,12.43105809974499,-1.4044926032005365,0.0,-44662723.04637876,-377127225.4293383,0.0,-1005.0334343235655,118.86019093712547,0.0
637200.0,609395.0184075552,4659364.842635199,0.0,12.417000349027537,-1.523103140999389,0.0,-48278733.08278394,-376681983.38200724,0.0,-1003.8458142627395,128.49462217613927,0.0
640800.0,654068.8729860199,4653668.425452883,0.0,12.401805437652888,-1.6415727713377584,0.0,-51890301.393935315,-376202078.51161927,0.0,-1002.5658280567059,138.11716893736715,0.0
644400.0,698685.9815355428,4647545.790826039,0.0,12.385474780441616,-1.759890587803351,0.0,-55497095.67363585,-375687555.19716585,0.0,-1001.1935948423857,147.7269453710481,0.0
648000.0,743242.2581058344,4640997.504890576,0.0,12.368009896901631,-1.8780456982239637,0.0,-59098784.05988978,-375138461.00456685,0.0,-999.7292422594251,157.3230668246344,0.0
651600.0,787733.6224050126,4634024.172966782,0.0,12.34941241108429,-1.9960272256740437,0.0,-62695035.16549091,-374554846.68221337,0.0,-998.1729064381168,166.9046499245417,0.0
655200.0,832156.0001756827,4626626.439502628,0.0,12.32968405143079,-2.1138243094797833,0.0,-66285518.10856602,-373936766.15621644,0.0,-996.5247319865329,176.47081265777618,0.0
658800.0,876505.3235704467,4618804.988013455,0.0,12.30882665060888,-2.231426106222659,0.0,-69869902.54307054,-373284276.52536225,0.0,-994.7848719768697,186.0206744534313,0.0
662400.0,920777.5315268075,4610560.541018052,0.0,12.286842145339875,-2.348821790741314,0.0,-73447858.6892336,-372597438.0557742,0.0,-992.9534879310073,195.55335626404676,0.0
666000.0,964968.5701414332,4601893.85997113,0.0,12.263732576216016,-2.4660005571316956,0.0,-77019057.36394978,-371876314.1752821,0.0,-991.030749805284,205.0679806468215,0.0
669600.0,1009074.3930437464,4592805.745192197,0.0,12.23950008750819,-2.5829516197453546,0.0,-80583170.01111448,-371120971.4674996,0.0,-989.0168359744875,214.56367184467356,0.0
673200.0,1053090.9617688037,4583297.035790847,0.0,12.214146926964013,-2.6996642141858045,0.0,-84139868.73190042,-370331479.66560984,0.0,-986.9119332150649,224.0395558671391,0.0
676800.0,1097014.2461294315,4573368.60958846,0.0,12.187675445596307,-2.8161275983028586,0.0,-87688826.31497224,-369507911.64586025,0.0,-984.716236687552,233.49476057110274,0.0
680400.0,1140840.2245875828,4563021.383036333,0.0,12.160088097462006,-2.9323310531848445,0.0,-91229716.26663633,-368650343.4207672,0.0,-982.4299499182255,242.92841574135215,0.0
684000.0,1184564.8846248803,4552256.311130237,0.0,12.131387439431476,-3.0482638841486023,0.0,-94762212.84092338,-367758854.13203055,0.0,-980.0532847799772,252.33965317094868,0.0
687600.0,1228184.223112313,4541074.387321416,0.0,12.101576130948306,-3.163915421727179,0.0,-98285991.06960057,-366833526.0431598,0.0,-977.5864614724151,261.7276067414072,0.0
691200.0,1271694.2466790506,4529476.643424039,0.0,12.07065693377958,-3.2792750226551233,0.0,-101800726.79211077,-365874444.5318113,0.0,-975.0297085011908,271.0914125026771,0.0
694800.0,1315090.9720803401,4517464.149519098,0.0,12.038632711756646,-3.394332070851286,0.0,-105306096.68543595,-364881698.08183855,0.0,-972.3832626565568,280.4302087529171,0.0
698400.0,1358370.4265644553,4505038.013854789,0.0,12.005506430506431,-3.5090759783990406,0.0,-108801778.29388195,-363855378.27505517,0.0,-969.6473689911544,289.7431361180568,0.0
702000.0,1401528.648238659,4492199.382743352,0.0,11.971281157173294,-3.6234961865238255,0.0,-112287450.05878198,-362795579.7827121,0.0,-966.8222807970366,299.02933763113646,0.0
705600.0,1444561.6864341488,4478949.440454413,0.0,11.93596006013148,-3.7375821665679205,0.0,-115762791.34811598,-361702400.3566895,0.0,-963.9082595819254,308.2879588114193,0.0
709200.0,1487465.6020699502,4465289.409104807,0.0,11.899546408688174,-3.851323420962364,0.0,-119227482.48604314,-360575940.8204044,0.0,-960.9055750447083,317.5181477432668,0.0
712800.0,1530236.4680157236,4451220.548544918,0.0,11.862043572777203,-3.9647094841959216,0.0,-122681204.78234486,-359416305.05943465,0.0,-957.814505050174,326.7190551547717,0.0
716400.0,1572870.3694534523,4436744.1562415315,0.0,11.823455022643405,-4.077729923781016,0.0,-126123640.56177537,-358223600.0118603,0.0,-954.6353356029928,335.8898344961396,0.0
720000.0,1615363.4042379775,4421861.567157215,0.0,11.783784328517696,-4.190374341216523,0.0,-129554473.19331732,-356997935.65832335,0.0,-951.3683608209406,345.0296420178131,0.0
723600.0,1657711.6832563463,4406574.153626244,0.0,11.743035160282878,-4.302632372947351,0.0,-132973387.11933967,-355739425.01180667,0.0,-948.0138829073722,354.1376368483304,0.0
727200.0,1699911.3307859404,4390883.325227068,0.0,11.701211287130201,-4.414493691320709,0.0,-136380067.8846551,-354448184.10713315,0.0,-944.5722121229452,363.2129810719113,0.0
730800.0,1741958.484851352,4374790.528651353,0.0,11.658316577206737,-4.525948005538973,0.0,-139774202.16547415,-353124331.99018586,0.0,-941.0436667565965,372.25483980576394,0.0
734400.0,1783849.2975799735,4358297.247569593,0.0,11.614354997253564,-4.636985062609068,0.0,-143155477.7982539,-351767990.70685077,0.0,-937.4285730957761,381.2623812771035,0.0
738000.0,1825579.935556268,4341405.002493306,0.0,11.569330612234843,-4.74759464828827,0.0,-146523583.8084377,-350379285.2916824,0.0,-933.7272653959391,390.2347768998777,0.0
741600.0,1867146.5801746892,4324115.350633846,0.0,11.523247584957778,-4.857766588026339,0.0,-149878210.43908414,-348958343.756294,0.0,-929.9400858493008,399.1712013511903,0.0
745200.0,1908545.4279912147,4306429.885757811,0.0,11.476110175683527,-4.967490747903912,0.0,-153219049.1793819,-347505297.07747304,0.0,-926.0673845528557,408.0708326474161,0.0
748800.0,1949772.6910734647,4288350.238039099,0.0,11.42792274172908,-5.0767570355670335,0.0,-156545792.79304835,-346020279.1850233,0.0,-922.109519475666,416.9328522200009,0.0
752400.0,1990824.59734937,4269878.07390759,0.0,11.378689737060169,-5.185555401157777,0.0,-159858135.34660903,-344503426.94933474,0.0,-918.0668564254199,425.7564449909376,0.0
756000.0,2031697.3909543583,4251015.095894495,0.0,11.328415711875211,-5.293875838240842,0.0,-163155772.23755535,-342954880.16868204,0.0,-913.9397690142661,434.54079944791397,0.0
759600.0,2072387.3325770278,4231763.042474377,0.0,11.277105312180362,-5.40170838472605,0.0,-166438400.22237822,-341374781.55625343,0.0,-909.7286386239247,443.2851077191225,0.0
763200.0,2112890.699803273,4212123.68790385,0.0,11.224763279355706,-5.509043123786657,0.0,-169705717.44447443,-339763276.7269107,0.0,-905.4338543700802,451.9885656477271,0.0
766800.0,2153203.7874588356,4192098.842056991,0.0,11.17139444971261,-5.615870184773383,0.0,-172957423.46192384,-338120514.18368185,0.0,-901.0558130660593,460.65037286597914,0.0
770400.0,2193322.907950243,4171690.3502574586,0.0,11.117003754042312,-5.7221797441241,0.0,-176193219.27513447,-336446645.3039873,0.0,-896.5949191857957,469.26973286897555,0.0
774000.0,2233244.3916041087,4150900.0931073534,0.0,11.061596217155767,-5.827962026269057,0.0,-179412807.35435295,-334741824.3256018,0.0,-892.0515848260878,477.845853088053,0.0
777600.0,2272964.5870047593,4129729.986312823,0.0,11.005176957414804,-5.933207304531593,0.0,-182615891.66703779,-333006208.3323521,0.0,-887.4262296681514,486.3779449638102,0.0
781200.0,2312479.861330158,4108181.980506433,0.0,10.94775118625463,-6.037905902024236,0.0,-185802177.70509303,-331239957.23955274,0.0,-882.7192809384711,494.8652240187529,0.0
784800.0,2351786.600686094,4086258.0610663234,0.0,10.88932420769774,-6.142048192540097,0.0,-188971372.51195973,-329443233.7791812,0.0,-877.9311733689547,503.30690992955317,0.0
788400.0,2390881.210438605,4063960.2479321607,0.0,10.829901417859272,-6.245624601439499,0.0,-192123184.70956272,-327616203.4847932,0.0,-873.0623491563942,511.70222659891806,0.0
792000.0,2429760.115544608,4041290.595417909,0.0,10.769488304443849,-6.348625606531744,0.0,-195257324.5251101,-325759034.6761804,0.0,-868.1132579212382,520.0504022270592,0.0
795600.0,2468419.7608806975,4018251.192021436,0.0,10.70809044623397,-6.451041738951931,0.0,-198373503.8177433,-323871898.44377136,0.0,-863.0843566656768,528.3506693827582,0.0
799200.0,2506856.611570092,3994844.160230972,0.0,10.645713512569989,-6.552863584032757,0.0,-201471436.10503477,-321954968.6327771,0.0,-857.9761097310468,536.6022650740201,0.0
802800.0,2545067.1533076903,3971071.6563284346,0.0,10.582363262821737,-6.654081782171214,0.0,-204550836.58933124,-320008421.82708365,0.0,-852.7889887545592,544.8044308183094,0.0
806400.0,2583047.8926832117,3946935.870189651,0.0,10.518045545851828,-6.754687029690098,0.0,-207611422.18394,-318032437.3328921,0.0,-847.5234726253527,552.9564127123604,0.0
810000.0,2620795.3575023892,3922439.025081481,0.0,10.45276629947072,-6.854670079694255,0.0,-210652911.53915566,-316027197.16210824,0.0,-842.1800474398786,561.057461501558,0.0
813600.0,2658306.097106186,3897583.3774558706,0.0,10.38653154988356,-6.954021742921484,0.0,-213675025.06812528,-313992886.0154831,0.0,-836.7592064566214,569.1068326488803,0.0
817200.0,2695576.682688007,3872371.2167408527,0.0,10.319347411128886,-7.052732888588016,0.0,-216677484.97254905,-311929691.26550627,0.0,-831.2614500501581,577.103786403397,0.0
820800.0,2732603.707608872,3846804.8651285106,0.0,10.251220084509225,-7.150794445228493,0.0,-219660015.26821467,-309837802.9390534,0.0,-825.6872856645625,585.047587868318,0.0
824400.0,2769383.787710529,3820886.6773599316,0.0,10.182155858013646,-7.248197401530363,0.0,-222622341.81036258,-307717413.69978935,0.0,-820.0372277661568,592.9375070685863,0.0
828000.0,2805913.56162647,3794619.040507165,0.0,10.112161105732339,-7.344932807162631,0.0,-225564192.31888014,-305568718.83032906,0.0,-814.3117977956173,600.7728190180064,0.0
831600.0,2842189.691090829,3768004.3737522047,0.0,10.041242287263245,-7.440991773598862,0.0,-228485296.403322,-303391916.2141576,0.0,-808.511524119437,608.5528037859056,0.0
835200.0,2878208.861245127,3741045.1281630257,0.0,9.969405947110815,-7.536365474934385,0.0,-231385385.5877549,-301187206.3173108,0.0,-802.6369419807506,616.2767465633186,0.0
838800.0,2913967.780942837,3713743.786466682,0.0,9.896658714076963,-7.631045148697611,0.0,-234264193.3354239,-298954792.169819,0.0,-796.6885934495264,623.9439377286925,0.0
842400.0,2949463.183051748,3686102.8628194993,0.0,9.823007300644244,-7.725022096655387,0.0,-237121455.0732385,-296694879.34691447,0.0,-790.6670273721295,631.5536729131027,0.0
846000.0,2984691.82475409,3658124.902574378,0.0,9.748458502351342,-7.818287685612322,0.0,-239956908.21607596,-294407675.95000553,0.0,-784.5727993202628,639.1052530649771,0.0
849600.0,3019650.4878443973,3629812.482045229,0.0,9.673019197160908,-7.9108333482040045,0.0,-242770292.1908996,-292093392.5874184,0.0,-778.4064715392874,646.59798451432,0.0
853200.0,3054335.9790250836,3601168.2082685656,0.0,9.596696344819831,-8.002650583684034,0.0,-245561348.4606901,-289752242.35490835,0.0,-772.168612895931,654.0311790364316,0.0
856800.0,3088745.130199701,3572194.718762273,0.0,9.519496986211976,-8.093730958704802,0.0,-248329820.54818735,-287384440.8159431,0.0,-765.859798825387,661.404153915115,0.0
860400.0,3122874.798763854,3542894.6812815783,0.0,9.441428242703475,-8.184066108091958,0.0,-251075454.0594407,-284990205.981759,0.0,-759.4806112778094,668.7162320053682,0.0
864000.0,3156721.8678937443,3513270.7935722456,0.0,9.362497315480617,-8.273647735612458,0.0,-253797996.70716584,-282569758.2911926,0.0,-753.0316386642104,675.966741795552,0.0
867600.0,3190283.246832318,3483325.7831210154,0.0,9.282711484880405,-8.362467614736167,0.0,-256497198.33390537,-280123320.5902896,0.0,-746.5134758017633,683.1550174690303,0.0
871200.0,3223555.871172991,3453062.4069033144,0.0,9.202078109713854,-8.450517589390907,0.0,-259172810.93499178,-277651118.11169267,0.0,-739.9267238585184,690.2803989652756,0.0
874800.0,3256536.7031409224,3422483.451128261,0.0,9.120604626582077,-8.537789574710914,0.0,-261824588.68131015,-275153378.4538102,0.0,-733.271990297535,697.3422320404354,0.0
878400.0,3289222.7318718173,3391591.7309809863,0.0,9.038298549185233,-8.624275557778606,0.0,-264452287.9418588,-272630331.5597681,0.0,-726.549888820437,704.3398683273537,0.0
882000.0,3321610.9736882253,3360390.0903622974,0.0,8.95516746762441,-8.709967598359619,0.0,-267055667.30610567,-270082209.6961464,0.0,-719.7610393103947,711.2726653950403,0.0
885600.0,3353698.4723733156,3328881.401625707,0.0,8.871219047696492,-8.794857829631018,0.0,-269634487.60613835,-267509247.43150318,0.0,-712.9060677745417,718.1399868075861,0.0
889200.0,3385482.2994421,3297068.5653118542,0.0,8.7864610301821,-8.87893845890265,0.0,-272188511.93860584,-264911681.61468652,0.0,-705.985606285829,724.9412021825143,0.0
892800.0,3416959.5544100786,3264954.5098803407,0.0,8.700901230126647,-8.962201768331534,0.0,-274717505.68645006,-262289751.35293847,0.0,-699.0002929243243,731.6756872485669,0.0
896400.0,3448127.3650592896,3232542.1914390065,0.0,8.614547536114603,-9.04464011562925,0.0,-277221236.540425,-259643697.98979124,0.0,-691.9507717179605,738.3428239029175,0.0
900000.0,3478982.88770173,3199834.593470674,0.0,8.52740790953702,-9.126245934762261,0.0,-279699474.5204015,-256973765.08275878,0.0,-684.8376925827403,744.9420002678074,0.0
903600.0,3509523.3074401272,3166834.726557383,0.0,8.439490383852393,-9.207011736645084,0.0,-282151991.9964557,-254280198.38082555,0.0,-677.6617112624015,751.4726107465987,0.0
907200.0,3539745.8384260433,3133545.628102141,0.0,8.350803063840933,-9.286930109826269,0.0,-284578563.7097399,-251563245.80173433,0.0,-670.4234892675493,757.9340560792394,0.0
910800.0,3569647.724115276,3099970.3620482213,0.0,8.26135412485231,-9.36599372116711,0.0,-286978966.7931326,-248823157.40907568,0.0,-663.1236938142614,764.3257433971368,0.0
914400.0,3599226.2375205443,3066112.018596027,0.0,8.171151812046952,-9.444195316513031,0.0,-289352980.7916669,-246060185.38918078,0.0,-655.7629977621715,770.6470862774313,0.0
918000.0,3628478.68146143,3031973.7139175534,0.0,8.080204439630954,-9.52152772135759,0.0,-291700387.68273526,-243274584.02781996,0.0,-648.3420795520371,776.8975047966693,0.0
921600.0,3657402.3888115543,2997558.5898684734,0.0,7.988520390084692,-9.597983841499019,0.0,-294020971.8960683,-240466609.68670923,0.0,-640.8616231427978,783.0764255838669,0.0
